"","geoid","lake_impairments","stream_impairments","wetland_impairments","impairment_score","percentile_rank"
"1392",27165950200,NA,2,NA,2,9.21690921690922
"1393",27115950402,NA,2,NA,2,9.21690921690922
"1394",27095970300,NA,2,NA,2,9.21690921690922
"1395",27109001401,NA,2,NA,2,9.21690921690922
"1396",27109001301,NA,2,NA,2,9.21690921690922
"1397",27109001403,NA,2,NA,2,9.21690921690922
"1398",27109001302,NA,2,NA,2,9.21690921690922
"1399",27039950500,NA,2,NA,2,9.21690921690922
"1400",27169670801,NA,2,NA,2,9.21690921690922
"1401",27109002100,NA,2,NA,2,9.21690921690922
"1402",27099001400,NA,2,NA,2,9.21690921690922
"1403",27119020600,NA,2,NA,2,9.21690921690922
"1404",27119020700,NA,2,NA,2,9.21690921690922
"1405",27117460300,NA,2,NA,2,9.21690921690922
"1406",27117460200,NA,2,NA,2,9.21690921690922
"1407",27097780700,NA,1,NA,1,0
"1408",27153790200,NA,1,NA,1,0
"1409",27159480300,NA,1,NA,1,0
"1410",27145000402,NA,1,NA,1,0
"1411",27145000401,NA,1,NA,1,0
"1412",27145011600,NA,1,NA,1,0
"1413",27145000602,NA,1,NA,1,0
"1414",27145000601,NA,1,NA,1,0
"1415",27145000301,NA,1,NA,1,0
"1416",27145000304,NA,1,NA,1,0
"1417",27145000303,NA,1,NA,1,0
"1418",27141031500,NA,1,NA,1,0
"1419",27163071208,NA,1,NA,1,0
"1420",27037060606,NA,1,NA,1,0
"1421",27003050819,NA,1,NA,1,0
"1422",27003050108,NA,1,NA,1,0
"1423",27095170500,NA,1,NA,1,0
"1424",27003050109,NA,1,NA,1,0
"1425",27003050217,NA,1,NA,1,0
"1426",27095970100,NA,1,NA,1,0
"1427",27003050240,NA,1,NA,1,0
"1428",27003050226,NA,1,NA,1,0
"1429",27067780700,NA,1,NA,1,0
"1430",27013171600,NA,1,NA,1,0
"1431",27083360700,NA,1,NA,1,0
"1432",27053023401,NA,1,NA,1,0
"1433",27037060906,NA,1,NA,1,0
"1434",27037060828,NA,1,NA,1,0
"1435",27037060833,NA,1,NA,1,0
"1436",27037060830,NA,1,NA,1,0
"1437",27147960700,NA,1,NA,1,0
"1438",27147960800,NA,1,NA,1,0
"1439",27109000901,NA,1,NA,1,0
"1440",27087940100,NA,1,NA,1,0
"1441",27077460300,NA,1,NA,1,0
"1442",27071790201,NA,1,NA,1,0
"1443",27071790100,NA,1,NA,1,0
"1444",27053024400,NA,NA,1,1,0
