"","latitude","longitude","permit_number","ai_name","ai_id","units","waste_amount","waste_type"
"620",NA,NA,"SW-588","Minden Transfer Station - SW-588",61774,"Tons",41135.86,"transfer areas"
"621",NA,NA,"SW-516","Veit Disposal Systems Rochester Transfer and Recycling Station SW-516",4195,"Tons",38587.96,"transfer areas"
"622",NA,NA,"SW-452","Mankato Transfer Station - SW-452",5277,"Tons",36305.14,"transfer areas"
"623",NA,NA,"SW-555","Dem-Con Recovery & Recycling, LLC - SW-555",3337,"Tons",35405.65,"transfer areas"
"624",NA,NA,"SW-555","Dem-Con Recovery & Recycling, LLC - SW-555",3337,"Tons",34895.97,"transfer areas"
"625",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",31364.26,"transfer areas"
"626",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",30679.34,"transfer areas"
"627",NA,NA,"SW-448","Itasca County Demolition Landfill - SW-448",1469,"Tons",29908.42,"transfer areas"
"628",NA,NA,"SW-582","Blaine environmental campus - SW-582",61484,"Tons",28848.63,"transfer areas"
"629",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",28229.84,"transfer areas"
"630",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",27728.07,"transfer areas"
"631",NA,NA,"SW-235","Waste Management St. Cloud Transfer SSR SW-235",3450,"Tons",24529.44,"transfer areas"
"632",NA,NA,"SW-653","LJP Recycling Transfer Station - SW-653",129676,"Tons",24335.54,"transfer areas"
"633",NA,NA,"SW-672","Lloyd's Construction Services, Inc. - SW-672",111989,"Tons",23057.94,"transfer areas"
"634",NA,NA,"SW-401","Hinckley Transfer Station - SW-401",1479,"Tons",22702.88,"transfer areas"
"635",NA,NA,"SW-663","Walters Recycling & Refuse SW-663",142659,"Tons",22412.55,"transfer areas"
"636",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",20548.73,"transfer areas"
"637",NA,NA,"SW-419","Cass County Transfer Station SW-419",462,"Tons",18613,"transfer areas"
"638",NA,NA,"SW-588","Minden Transfer Station - SW-588",61774,"Tons",18351.31,"transfer areas"
"639",NA,NA,"SW-452","Mankato Transfer Station - SW-452",5277,"Tons",17712.79,"transfer areas"
"640",NA,NA,"SW-407","Lakes Area Demolition Facility - SW-407",3166,"Cubic Yards",17569.2,"transfer areas"
"641",NA,NA,"SW-642","Pope Douglas Solid Waste Management - SW-642",1156,"Tons",17454.12,"transfer areas"
"642",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",17418.54,"transfer areas"
"643",NA,NA,"SW-139","Moorhead Transfer Station - SW-139",2377,"Tons",17266.32,"transfer areas"
"644",NA,NA,"SW-48","Winona Transfer Station - SW-48",1550,"Tons",16692.94,"transfer areas"
"645",NA,NA,"SW-558","WLSSD Transfer Station - SW-558",2426,"Tons",16686.38,"transfer areas"
"646",NA,NA,"SW-235","Waste Management St. Cloud Transfer SSR SW-235",3450,"Tons",16206,"transfer areas"
"647",NA,NA,"SW-441","Meeker County Transfer Station - SW-486",2363,"Tons",15715.23,"transfer areas"
"648",NA,NA,"SW-391","Clarks Grove Transfer SW-391",2371,"Tons",15704.39,"transfer areas"
"649",NA,NA,"SW-672","Lloyd's Construction Services, Inc. - SW-672",111989,"Tons",15675.2,"transfer areas"
"650",NA,NA,"SW-678","Recycle Minnesota, LLC - SW-678",145984,"Tons",15656.11,"transfer areas"
"651",NA,NA,"PBR000881","Becker County Transfer Station - PBR000881",127420,"Cubic Yards",15578.024,"transfer areas"
"652",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",15389.4,"transfer areas"
"653",NA,NA,"SW-664","Redwood- Renville Regional Material Recovery Facility-SW-664",142458,"Tons",14620.62,"transfer areas"
"654",NA,NA,"PBR001100","Veit Disposal Systems Austin Transfer Station - PBR001100",148833,"Cubic Yards",14055.36,"transfer areas"
"655",NA,NA,"SW-400","ECSWC Cambridge Transfer Station - SW-400",1477,"Cubic Yards",14055.36,"transfer areas"
"656",NA,NA,"SW-663","Walters Recycling & Refuse SW-663",142659,"Tons",13468.3,"transfer areas"
"657",NA,NA,"SW-587","Beltrami County Bemidji Transfer SW-587",61773,"Tons",13420.5,"transfer areas"
"658",NA,NA,"SW-476","Richards Asphalt Transfer Facility - SW-476",90783,"Tons",13400,"transfer areas"
"659",NA,NA,"SW-455","Hibbing Transfer Station - SW-455",1471,"Tons",13394.91,"transfer areas"
"660",NA,NA,"SW-663","Walters Recycling & Refuse SW-663",142659,"Tons",13327.55,"transfer areas"
"661",NA,NA,"SW-291","Hengel Ready Mix and Construction, Inc. - SW-291",1572,"Cubic Yards",13118.336,"transfer areas"
"662",NA,NA,"SW-668","ACE Solid Waste Recycling Facility - SW-668",59546,"Tons",12320,"transfer areas"
"663",NA,NA,"SW-587","Beltrami County Bemidji Transfer SW-587",61773,"Tons",12300.67,"transfer areas"
"664",NA,NA,"SW-582","Blaine environmental campus - SW-582",61484,"Tons",12064.94,"transfer areas"
"665",NA,NA,"SW-641","Perham Resource Recovery Facility - SW-641",726,"Tons",11590.17,"transfer areas"
"666",NA,NA,"SW-668","ACE Solid Waste Recycling Facility - SW-668",59546,"Tons",11461,"transfer areas"
"667",NA,NA,"SW-555","Dem-Con Recovery & Recycling, LLC - SW-555",3337,"Tons",11101.6,"transfer areas"
"668",NA,NA,"SW-311","Becker County Transfer Station and Demolition Landfill - SW-311",878,"Tons",9900,"transfer areas"
"669",NA,NA,"SW-604","Waste Management of Rochester SW-604",3447,"Tons",9769.66,"transfer areas"
"670",NA,NA,"SW-651","LRS - Goodview Transfer Center - SW-651",136440,"Tons",9683,"transfer areas"
"671",NA,NA,"PBR000933","Thompson Sanitation Inc. - PBR000933",139750,"Tons",9640,"transfer areas"
"672",NA,NA,"SW-285","Pennington County Transfer Station - SW-285",867,"Tons",9560.35,"transfer areas"
"673",NA,NA,"SW-628","Les's Sanitation - SW-628",4581,"Tons",9560.35,"transfer areas"
"674",NA,NA,"SW-222","Austin Waste Transfer Station - SW-222",858,"Tons",9455.94,"transfer areas"
"675",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",9311.19,"transfer areas"
"676",NA,NA,"SW-302","Dodge County Transfer Station - SW-302",3698,"Tons",9217.01,"transfer areas"
"677",NA,NA,"SW-311","Becker County Transfer Station and Demolition Landfill - SW-311",878,"Cubic Yards",8901.728,"transfer areas"
"678",NA,NA,"SW-458","Tostenson Transfer Station - SW-458",1472,"Tons",8878.18,"transfer areas"
"679",NA,NA,"SW-403","Todd County Demolition Landfill - SW-403",3013,"Tons",8782,"transfer areas"
"680",NA,NA,"PBR000983","HARTEL'S / DBJ RECYCLING CENTER - PBR000983",139206,"Tons",8773,"transfer areas"
"681",NA,NA,"SW-139","Moorhead Transfer Station - SW-139",2377,"Tons",8733.59,"transfer areas"
"682",NA,NA,"SW-500","Koochiching County Recycling / Transfer Facility - SW-550",4966,"Tons",8656.69,"transfer areas"
"683",NA,NA,"SW-624","Fergus Falls Transfer Station - SW-624",100016,"Tons",8575.54,"transfer areas"
"684",NA,NA,"SW-34","Clay County Sanitary Landfill - SW-34",1462,"Tons",8424.89,"transfer areas"
"685",NA,NA,"PBR001304","Waste Management Recycling Facility - Cambridge - PBR001304",127373,"Tons",8347.41,"transfer areas"
"686",NA,NA,"SW-391","Clarks Grove Transfer SW-391",2371,"Tons",8035.54,"transfer areas"
"687",NA,NA,"PBR001115","Waste Management-Duluth - PBR001115",149148,"Tons",7745.56,"transfer areas"
"688",NA,NA,"SW-318","Hubbard County South Transfer Station - SW-318",3954,"Tons",7683.89,"transfer areas"
"689",NA,NA,"SW-48","Winona Transfer Station - SW-48",1550,"Tons",7603.56,"transfer areas"
"690",NA,NA,"SW-470","Waste Management of LeSueur SW-470",1217,"Tons",7557,"transfer areas"
"691",NA,NA,"SW-518","Roseau County Transfer Station / Demolition Land Disposal Facility - SW-518",4197,"Tons",7457.13,"transfer areas"
"692",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",7371.68,"transfer areas"
"693",NA,NA,"SW-123","Rice County Solid Waste Facility - SW-123",2367,"Tons",7254.03,"transfer areas"
"694",NA,NA,"SW-623","LRS-Stewartville Transfer Station and Recycling Facility - SW-623",93970,"Tons",7212.98,"transfer areas"
"695",NA,NA,"SW-641","Perham Resource Recovery Facility - SW-641",726,"Tons",7082,"transfer areas"
"696",NA,NA,"PBR000493","Todd County Solid Waste Transfer - PBR000493",3956,"Tons",7039.1,"transfer areas"
"697",NA,NA,"SW-653","LJP Recycling Transfer Station - SW-653",129676,"Tons",6870.28,"transfer areas"
"698",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",6808.61,"transfer areas"
"699",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",6764.25,"transfer areas"
"700",NA,NA,"SW-653","LJP Recycling Transfer Station - SW-653",129676,"Tons",6641.53,"transfer areas"
"701",NA,NA,"SW-668","ACE Solid Waste Recycling Facility - SW-668",59546,"Tons",6602,"transfer areas"
"702",NA,NA,"SW-642","Pope Douglas Solid Waste Management - SW-642",1156,"Tons",6585.22,"transfer areas"
"703",NA,NA,"SW-235","Waste Management St. Cloud Transfer SSR SW-235",3450,"Tons",6504.57,"transfer areas"
"704",NA,NA,"SW-448","Itasca County Demolition Landfill - SW-448",1469,"Tons",6436.33,"transfer areas"
"705",NA,NA,"SW-594","Waste Management - Maple Grove Transfer - SW-594",65200,"Tons",6331.79,"transfer areas"
"706",NA,NA,"SW-87","Ponderosa Landfill - SW-87",168,"Tons",6174.07,"transfer areas"
"707",NA,NA,"PBR000586","Waste Management of Mankato - PBR000586",90264,"Tons",6080,"transfer areas"
"708",NA,NA,"SW-375","Swift County Environmental Services - SW-375",2375,"Tons",6001.3,"transfer areas"
"709",NA,NA,"SW-41","Waste Management Mpls Southside Transfer SW-41",476,"Tons",5998.83,"transfer areas"
"710",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",5970.63,"transfer areas"
"711",NA,NA,"SW-384","Garrison Disposal SW-384",1614,"Tons",5771,"transfer areas"
"712",NA,NA,"PBR000493","Todd County Solid Waste Transfer - PBR000493",3956,"Tons",5706.3,"transfer areas"
"713",NA,NA,"SW-594","Waste Management - Maple Grove Transfer - SW-594",65200,"Tons",5683.76,"transfer areas"
"714",NA,NA,"SW-344","Brooklyn Park Recycling Center and Transfer Station - SW-344",1164,"Tons",5671.42,"transfer areas"
"715",NA,NA,"SW-624","Fergus Falls Transfer Station - SW-624",100016,"Tons",5579.42,"transfer areas"
"716",NA,NA,"SW-311","Becker County Transfer Station and Demolition Landfill - SW-311",878,"Tons",5526,"transfer areas"
"717",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",5426.62,"transfer areas"
"718",NA,NA,"SW-349","Northwoods Transfer Station - SW-349",4106,"Tons",5162.67,"transfer areas"
"719",NA,NA,"SW-318","Hubbard County South Transfer Station - SW-318",3954,"Tons",5096.19,"transfer areas"
"720",NA,NA,"SW-601","SET Empire Processing - SW-601",78533,"Tons",4921.11,"transfer areas"
"721",NA,NA,"SW-664","Redwood- Renville Regional Material Recovery Facility-SW-664",142458,"Tons",4810.18,"transfer areas"
"722",NA,NA,"SW-355","Olmsted County Kalmar Landfill - SW-355",4111,"Tons",4701,"transfer areas"
"723",NA,NA,"PBR001219","Hartel's / DBJ Disposal Companies - PBR001219",4194,"Cubic Yards",4685.12,"transfer areas"
"724",NA,NA,"SW-401","Hinckley Transfer Station - SW-401",1479,"Cubic Yards",4685.12,"transfer areas"
"725",NA,NA,"PBR000586","Waste Management of Mankato - PBR000586",90264,"Tons",4392,"transfer areas"
"726",NA,NA,"SW-623","LRS-Stewartville Transfer Station and Recycling Facility - SW-623",93970,"Tons",4351.31,"transfer areas"
"727",NA,NA,"SW-315","Hubbard County North Transfer Station - SW-315",3812,"Tons",4311.27,"transfer areas"
"728",NA,NA,"PBR000345","Rock County Transfer Station - PBR000345",3802,"Tons",4164.46,"transfer areas"
"729",NA,NA,"SW-604","Waste Management of Rochester SW-604",3447,"Tons",4162.14,"transfer areas"
"730",NA,NA,"SW-348","Hudson (Aurora) Transfer Station - SW-348",473,"Tons",4108.69,"transfer areas"
"731",NA,NA,"SW-327","Polk County Transfer Station - SW-327",3958,"Tons",4078.1,"transfer areas"
"732",NA,NA,"SW-508","Stevens County Demolition Debris Landfill and Solid Waste Transfer Station - SW-508",3966,"Tons",4032.27,"transfer areas"
"733",NA,NA,"SW-406","Douglas County Demo Landfill, LLC SW-406",3165,"Tons",4000,"transfer areas"
"734",NA,NA,"PBR000398","Olson Sanitation Inc - PBR000398",5280,"Tons",3997.6,"transfer areas"
"735",NA,NA,"SW-675","West Central Sanitation - Alexandria Transfer Station - SW-675",217453,"Tons",3879.04,"transfer areas"
"736",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",3784.62,"transfer areas"
"737",NA,NA,"SW-329","WM-Sauk Centre - SW-329",3959,"Tons",3736.34,"transfer areas"
"738",NA,NA,"SW-604","Waste Management of Rochester SW-604",3447,"Tons",3597.86,"transfer areas"
"739",NA,NA,"SW-591","WLSSD Materials Recovery Center - SW-591",62055,"Tons",3544.38,"transfer areas"
"740",NA,NA,"SW-406","Douglas County Demo Landfill, LLC SW-406",3165,"Tons",3500,"transfer areas"
"741",NA,NA,"SW-139","Moorhead Transfer Station - SW-139",2377,"Tons",3480.37,"transfer areas"
"742",NA,NA,"PBR001369","Olmsted County Recycling Center Plus - PBR001369",57419,"Tons",3401.78,"transfer areas"
"743",NA,NA,"PBR001278","St.Cloud River Bluffs Regional Park Compost Site - PBR001278",222203,"Tons",3395.83,"transfer areas"
"744",NA,NA,"SW-342","Lake of the Woods Co Recovery Facility - SW-342",3965,"Tons",3270,"transfer areas"
"745",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",3221.18,"transfer areas"
"746",NA,NA,"SW-405","St Louis County Regional Landfill - SW-405",3023,"Tons",3197.07,"transfer areas"
"747",NA,NA,"SW-347","Cook Transfer Station - SW-347",4105,"Tons",3152.06,"transfer areas"
"748",NA,NA,"SW-555","Dem-Con Recovery & Recycling, LLC - SW-555",3337,"Tons",3082.33,"transfer areas"
"749",NA,NA,"SW-419","Cass County Transfer Station SW-419",462,"Tons",3061,"transfer areas"
"750",NA,NA,"SW-587","Beltrami County Bemidji Transfer SW-587",61773,"Tons",2995.56,"transfer areas"
"751",NA,NA,"SW-663","Walters Recycling & Refuse SW-663",142659,"Tons",2919.76,"transfer areas"
"752",NA,NA,"PBR000933","Thompson Sanitation Inc. - PBR000933",139750,"Tons",2918.81,"transfer areas"
"753",NA,NA,"SW-508","Stevens County Demolition Debris Landfill and Solid Waste Transfer Station - SW-508",3966,"Tons",2854.77,"transfer areas"
"754",NA,NA,"SW-357","Prairieland Solid Waste Management - SW-357",1609,"Tons",2846.72,"transfer areas"
"755",NA,NA,"SW-608","Matejka Recycling - SW-608",90784,"Tons",2839,"transfer areas"
"756",NA,NA,"PBR000706","Marshall Municipal Yard Waste Facility - PBR000706",121703,"Cubic Yards",2811.072,"transfer areas"
"757",NA,NA,"PBR000984","Sauk Rapids Compost Site - PBR000984",140384,"Cubic Yards",2811.072,"transfer areas"
"758",NA,NA,"PBR000656","Midway Yard Waste site - PBR000656",125024,"Tons",2791.94,"transfer areas"
"759",NA,NA,"SW-327","Polk County Transfer Station - SW-327",3958,"Tons",2786.78,"transfer areas"
"760",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",2615.62,"transfer areas"
"761",NA,NA,"SW-481","St. Louis County Canister Sites - SW-481",132018,"Tons",2609.13,"transfer areas"
"762",NA,NA,"PBR000658","Summit Hill Yard Waste site - PBR000658",103058,"Tons",2546.74,"transfer areas"
"763",NA,NA,"SW-618","SKB Transfer Station/Blaine Environmental Campus - SW-618",83614,"Tons",2529.51,"transfer areas"
"764",NA,NA,"SW-23","Lyon County Regional Landfill - SW-23",1450,"Tons",2521.15,"transfer areas"
"765",NA,NA,"PBR000422","North Shore Waste Transfer Station - PBR000422",146230,"Tons",2488.62,"transfer areas"
"766",NA,NA,"SW-318","Hubbard County South Transfer Station - SW-318",3954,"Tons",2483.85,"transfer areas"
"767",NA,NA,"SW-329","WM-Sauk Centre - SW-329",3959,"Tons",2447.29,"transfer areas"
"768",NA,NA,"SW-139","Moorhead Transfer Station - SW-139",2377,"Tons",2398.44,"transfer areas"
"769",NA,NA,"PBR000577","River View Sanitation - PBR000577",97472,"Tons",2370.5,"transfer areas"
"770",NA,NA,"SW-448","Itasca County Demolition Landfill - SW-448",1469,"Tons",2363.62,"transfer areas"
"771",NA,NA,"PBR000655","Frank and Sims Yard Waste site - PBR000655",103063,"Tons",2325.5,"transfer areas"
"772",NA,NA,"SW-661","Red Wing Integrated Solid Waste Management Campus - SW-661",4386,"Tons",2288.99,"transfer areas"
"773",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",2235.38,"transfer areas"
"774",NA,NA,"SW-623","LRS-Stewartville Transfer Station and Recycling Facility - SW-623",93970,"Tons",2221.84,"transfer areas"
"775",NA,NA,"PBR000591","Schaap Sanitation & Recycling - PBR000591",123120,"Tons",2206,"transfer areas"
"776",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",2165.96,"transfer areas"
"777",NA,NA,"SW-601","SET Empire Processing - SW-601",78533,"Tons",2162.27,"transfer areas"
"778",NA,NA,"SW-455","Hibbing Transfer Station - SW-455",1471,"Tons",2128.36,"transfer areas"
"779",NA,NA,"SW-452","Mankato Transfer Station - SW-452",5277,"Tons",2031.24,"transfer areas"
"780",NA,NA,"SW-322","Fillmore County Resource and Recycling Center SW-322",3957,"Tons",2018.45,"transfer areas"
"781",NA,NA,"SW-346","Brookston Transfer Station - SW-346",4104,"Tons",2017.69,"transfer areas"
"782",NA,NA,"SW-395","Henning Transfer Station/Demolition Landfill - SW-395",2373,"Tons",2005.26,"transfer areas"
"783",NA,NA,"SW-419","Cass County Transfer Station SW-419",462,"Tons",1889,"transfer areas"
"784",NA,NA,"SW-302","Dodge County Transfer Station - SW-302",3698,"Tons",1880.89,"transfer areas"
"785",NA,NA,"SW-592","Dem-Con Blaine SW-592",59526,"Tons",1850.24,"transfer areas"
"786",NA,NA,"SW-653","LJP Recycling Transfer Station - SW-653",129676,"Tons",1799.03,"transfer areas"
"787",NA,NA,"PBR001197","River Bend Recycling Center - PBR000594",120846,"Tons",1758.95,"transfer areas"
"788",NA,NA,"SW-671","Tri-County Organics - SW-671",140882,"Cubic Yards",1756.92,"transfer areas"
"789",NA,NA,"PBR000422","North Shore Waste Transfer Station - PBR000422",146230,"Tons",1734.57,"transfer areas"
"790",NA,NA,"SW-663","Walters Recycling & Refuse SW-663",142659,"Tons",1671.72,"transfer areas"
"791",NA,NA,"SW-571","John's Sanitary Removal - SW-571",49759,"Tons",1671.32,"transfer areas"
"792",NA,NA,"SW-107","Twin City Refuse Recycling and Transfer Station - SW-107",2366,"Tons",1670.3,"transfer areas"
"793",NA,NA,"SW-604","Waste Management of Rochester SW-604",3447,"Tons",1646.82,"transfer areas"
"794",NA,NA,"PBR000897","Waseca County Solid Waste Transfer Facility - PBR000897",4198,"Tons",1629.4,"transfer areas"
"795",NA,NA,"PBR000656","Midway Yard Waste site - PBR000656",125024,"Tons",1594.09,"transfer areas"
"796",NA,NA,"PBR000493","Todd County Solid Waste Transfer - PBR000493",3956,"Tons",1457.02,"transfer areas"
"797",NA,NA,"PBR000407","Waste Management Baxter MRF PBR000407",4939,"Tons",1372,"transfer areas"
"798",NA,NA,"SW-41","Waste Management Mpls Southside Transfer SW-41",476,"Tons",1371.69,"transfer areas"
"799",NA,NA,"SW-317","Wadena County Solid Waste - SW-317",50971,"Tons",1356.42,"transfer areas"
"800",NA,NA,"SW-48","Winona Transfer Station - SW-48",1550,"Tons",1275.78,"transfer areas"
"801",NA,NA,"PBR000486","Tom's Refuse - PBR000486",126212,"Cubic Yards",1200.562,"transfer areas"
"802",NA,NA,"PBR001278","St.Cloud River Bluffs Regional Park Compost Site - PBR001278",222203,"Tons",1168.3,"transfer areas"
"803",NA,NA,"SW-671","Tri-County Organics - SW-671",140882,"Tons",1138.75,"transfer areas"
"804",NA,NA,"SW-604","Waste Management of Rochester SW-604",3447,"Tons",1120.24,"transfer areas"
"805",NA,NA,"SW-458","Tostenson Transfer Station - SW-458",1472,"Tons",1100.06,"transfer areas"
"806",NA,NA,"SW-349","Northwoods Transfer Station - SW-349",4106,"Tons",1084.28,"transfer areas"
"807",NA,NA,"PBR000342","Parkers Prairie Transfer Station - PBR000342",102232,"Cubic Yards",1072.89248,"transfer areas"
"808",NA,NA,"PBR000600","Otter Tail County Recycling Center - PBR000600",121914,"Tons",1065.91,"transfer areas"
"809",NA,NA,"PBR000653","Arden Hills Yard Waste Site - PBR000653",103061,"Tons",1062.01,"transfer areas"
"810",NA,NA,"PBR000426","Tofte Solid Waste Transfer Station - PBR000426",123974,"Tons",1056,"transfer areas"
"811",NA,NA,"SW-518","Roseau County Transfer Station / Demolition Land Disposal Facility - SW-518",4197,"Tons",1035.24,"transfer areas"
"812",NA,NA,"SW-664","Redwood- Renville Regional Material Recovery Facility-SW-664",142458,"Tons",1027,"transfer areas"
"813",NA,NA,"SW-572","Fergus Falls Solid Waste Disposal Facility - SW-572",133665,"Tons",1022.28,"transfer areas"
"814",NA,NA,"PBR000654","Battle Creek Yard Waste site - PBR000654",125023,"Tons",985,"transfer areas"
"815",NA,NA,"PBR001192","LePage & Sons - PBR001192",142335,"Tons",960.37,"transfer areas"
"816",NA,NA,"SW-408","Glenwood Demolition Disposal - SW-408",3169,"Tons",924.13,"transfer areas"
"817",NA,NA,"SW-675","West Central Sanitation - Alexandria Transfer Station - SW-675",217453,"Tons",883.8,"transfer areas"
"818",NA,NA,"PBR000653","Arden Hills Yard Waste Site - PBR000653",103061,"Tons",820.65,"transfer areas"
"819",NA,NA,"SW-302","Dodge County Transfer Station - SW-302",3698,"Tons",773.87,"transfer areas"
"820",NA,NA,"PBR000657","Mounds View Yard Waste site - PBR000657",125025,"Tons",768.42,"transfer areas"
"821",NA,NA,"SW-594","Waste Management - Maple Grove Transfer - SW-594",65200,"Tons",766.16,"transfer areas"
"822",NA,NA,"PBR000654","Battle Creek Yard Waste site - PBR000654",125023,"Tons",765,"transfer areas"
"823",NA,NA,"SW-295","Carlton County Transfer Station - SW-295",872,"Tons",750,"transfer areas"
"824",NA,NA,"SW-41","Waste Management Mpls Southside Transfer SW-41",476,"Tons",748.38,"transfer areas"
"825",NA,NA,"PBR000697","B&D Wood Recycling & Composting - PBR000697",120132,"Cubic Yards",702.768,"transfer areas"
"826",NA,NA,"PBR000595","Waste Management of Marshall PBR000595",125774,"Tons",700,"transfer areas"
"827",NA,NA,"SW-552","West Central Sanitation - Willmar Transfer Station - SW-552",4368,"Tons",683.74,"transfer areas"
"828",NA,NA,"PBR001369","Olmsted County Recycling Center Plus - PBR001369",57419,"Tons",675.83,"transfer areas"
"829",NA,NA,"PBR000598","Aitkin County Recycling Center PBR000598",137538,"Tons",666.2,"transfer areas"
"830",NA,NA,"PBR000569","GFL Solid Waste Midwest LLC - Rochester - PBR000569",4211,"Tons",663.15,"transfer areas"
"831",NA,NA,"PBR000603","Houston County Environmental Service - PBR000603",137539,"Tons",650.8,"transfer areas"
"832",NA,NA,"SW-529","Beltrami County Blackduck Transfer SW-529",4205,"Tons",641.61,"transfer areas"
"833",NA,NA,"PBR000418","Bray Lake Transfer Station - PBR000418",124753,"Tons",641.08,"transfer areas"
"834",NA,NA,"SW-327","Polk County Transfer Station - SW-327",3958,"Tons",638.84,"transfer areas"
"835",NA,NA,"PBR000398","Olson Sanitation Inc - PBR000398",5280,"Tons",637.07,"transfer areas"
"836",NA,NA,"SW-327","Polk County Transfer Station - SW-327",3958,"Tons",633.09,"transfer areas"
"837",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",618.67,"transfer areas"
"838",NA,NA,"PBR000347","Alpha Container Services & Recycling - PBR000347",99745,"Tons",617,"transfer areas"
"839",NA,NA,"SW-347","Cook Transfer Station - SW-347",4105,"Tons",616.21,"transfer areas"
"840",NA,NA,"SW-571","John's Sanitary Removal - SW-571",49759,"Tons",608.29,"transfer areas"
"841",NA,NA,"SW-588","Minden Transfer Station - SW-588",61774,"Tons",602.95,"transfer areas"
"842",NA,NA,"SW-675","West Central Sanitation - Alexandria Transfer Station - SW-675",217453,"Tons",600.42,"transfer areas"
"843",NA,NA,"PBR000491","Camp Ripley Transfer Station - PBR000491",335,"Tons",599,"transfer areas"
"844",NA,NA,"PBR000658","Summit Hill Yard Waste site - PBR000658",103058,"Tons",594.88,"transfer areas"
"845",NA,NA,"PBR000612","Northstar Recycling, LLC (FNA:  National Recycling Inc.) - PBR000612",14120,"Tons",591.66,"transfer areas"
"846",NA,NA,"SW-348","Hudson (Aurora) Transfer Station - SW-348",473,"Tons",566.2,"transfer areas"
"847",NA,NA,"PBR000599","Buckingham Companies - PBR000599",25440,"Tons",543.91,"transfer areas"
"848",NA,NA,"PBR001040","Oceantech - PBR001040",128474,"Tons",532.15,"transfer areas"
"849",NA,NA,"PBR000603","Houston County Environmental Service - PBR000603",137539,"Tons",524.96,"transfer areas"
"850",NA,NA,"SW-395","Henning Transfer Station/Demolition Landfill - SW-395",2373,"Tons",522.38,"transfer areas"
"851",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",519.55,"transfer areas"
"852",NA,NA,"PBR000603","Houston County Environmental Service - PBR000603",137539,"Tons",503.9,"transfer areas"
"853",NA,NA,"SW-406","Douglas County Demo Landfill, LLC SW-406",3165,"Tons",500,"transfer areas"
"854",NA,NA,"PBR000569","GFL Solid Waste Midwest LLC - Rochester - PBR000569",4211,"Tons",496.11,"transfer areas"
"855",NA,NA,"SW-523","Lake City Recycling & Disposal - SW-523",54843,"Tons",494.33,"transfer areas"
"856",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",488.63,"transfer areas"
"857",NA,NA,"SW-672","Lloyd's Construction Services, Inc. - SW-672",111989,"Tons",464.98,"transfer areas"
"858",NA,NA,"SW-525","Malcolm Avenue Recycling & Transfer - SW-525",4201,"Tons",452.24,"transfer areas"
"859",NA,NA,"SW-608","Matejka Recycling - SW-608",90784,"Tons",452,"transfer areas"
"860",NA,NA,"SW-470","Waste Management of LeSueur SW-470",1217,"Tons",445,"transfer areas"
"861",NA,NA,"SW-498","Waste Management - Ortonville Transfer - SW-498",4210,"Tons",436.73,"transfer areas"
"862",NA,NA,"SW-529","Beltrami County Blackduck Transfer SW-529",4205,"Tons",419.37,"transfer areas"
"863",NA,NA,"SW-329","WM-Sauk Centre - SW-329",3959,"Tons",417.42,"transfer areas"
"864",NA,NA,"SW-333","TK Demolition Disposal - SW-333",3962,"Tons",406.74,"transfer areas"
"865",NA,NA,"SW-594","Waste Management - Maple Grove Transfer - SW-594",65200,"Tons",405.12,"transfer areas"
"866",NA,NA,"SW-439","Como Recycling and Transfer Station SW-439",1210,"Tons",404.3,"transfer areas"
"867",NA,NA,"PBR000426","Tofte Solid Waste Transfer Station - PBR000426",123974,"Tons",401,"transfer areas"
"868",NA,NA,"PBR000491","Camp Ripley Transfer Station - PBR000491",335,"Tons",400.48,"transfer areas"
"869",NA,NA,"SW-571","John's Sanitary Removal - SW-571",49759,"Tons",397.32,"transfer areas"
